DAC,ADC0,ADC1,ADC2,ADC3
2492,24222,1938,1930,-2
2496,24258,1958,1950,-2
2500,24298,1985,1975,-2
2504,24341,2010,2000,-2
2508,24381,2035,2023,-2
2512,24423,2060,2049,-2
2516,24467,2085,2074,-2
2520,24505,2109,2099,-2
2524,24545,2135,2123,-2
2528,24586,2161,2147,-2
2532,24625,2182,2172,-2
2536,24669,2208,2199,-2
2540,24710,2235,2224,-2
2544,24749,2261,2248,-2
2548,24793,2286,2273,-2
2552,24834,2310,2300,-2
2556,24877,2336,2326,-2
2560,24916,2362,2352,-2
2564,24950,2384,2371,-2
2568,24984,2407,2394,-2
2572,25021,2428,2416,-2
2576,25055,2450,2439,-2
2580,25090,2473,2461,-2
2584,25124,2496,2482,-2
2588,25162,2518,2505,-2
2592,25196,2541,2526,-2
2596,25233,2563,2550,-2
2600,25264,2586,2572,-2
2604,25301,2608,2595,-2
2608,25337,2631,2617,-2
2612,25372,2653,2640,-2
2616,25410,2676,2663,-2
2620,25441,2699,2686,-2
2624,25477,2723,2708,-2
2628,25517,2748,2735,-2
2632,25556,2771,2759,-2
2636,25596,2798,2786,-2
2640,25631,2824,2809,-2
2644,25674,2851,2836,-2
2648,25712,2876,2863,-2
2652,25754,2901,2889,-2
2656,25793,2928,2915,-2
2660,25835,2955,2940,-2
2664,25873,2983,2966,-2
2668,25913,3006,2992,-3
2672,25955,3034,3021,-2
2676,25995,3061,3047,-2
2680,26032,3088,3070,-2
2684,26074,3115,3096,-2
2688,26112,3140,3124,-3
2692,26149,3163,3149,-2
2696,26183,3188,3173,-2
2700,26217,3213,3194,-2
2704,26252,3236,3219,-2
2708,26291,3261,3246,-2
2712,26327,3283,3268,-2
2716,26359,3307,3291,-2
2720,26392,3332,3313,-2
2724,26428,3356,3339,-2
2728,26466,3379,3364,-2
2732,26502,3403,3388,-2
2736,26531,3424,3408,-3
2740,26567,3448,3430,-3
2744,26603,3474,3454,-3
2748,26637,3498,3481,-2
2752,26673,3521,3504,-2
2756,26712,3549,3532,-2
2760,26751,3578,3559,-2
2764,26789,3603,3585,-3
2768,26831,3629,3610,-2
2772,26867,3655,3638,-2
2776,26905,3684,3667,-3
2780,26949,3714,3693,-2
2784,26988,3741,3722,-3
