DAC,ADC0,ADC1,ADC2,ADC3
2580,25041,3010,2943,-2
2584,25076,3035,2966,-2
2588,25111,3059,2991,-2
2592,25146,3086,3020,-2
2596,25182,3111,3045,-2
2600,25215,3137,3064,-2
2604,25246,3159,3090,-2
2608,25287,3187,3117,-2
2612,25321,3212,3141,-2
2616,25354,3237,3165,-2
2620,25388,3264,3190,-2
2624,25421,3288,3216,-2
2628,25464,3318,3245,-2
2632,25503,3344,3274,-2
2636,25540,3376,3300,-2
2640,25579,3405,3328,-2
2644,25618,3433,3355,-2
2648,25660,3462,3385,-2
2652,25699,3492,3414,-2
2656,25735,3520,3442,-2
2660,25775,3549,3466,-2
2664,25815,3577,3497,-2
2668,25856,3607,3528,-2
2672,25894,3635,3553,-3
2676,25931,3666,3584,-2
2680,25968,3692,3609,-2
2684,26009,3722,3639,-3
2688,26051,3751,3670,-2
2692,26084,3777,3694,-2
2696,26114,3802,3718,-3
2700,26150,3827,3743,-2
2704,26185,3852,3765,-2
2708,26218,3877,3792,-3
2712,26251,3902,3817,-2
2716,26288,3931,3843,-2
2720,26326,3961,3870,-2
2724,26361,3984,3895,-3
2728,26395,4010,3919,-2
2732,26430,4037,3949,-2
2736,26459,4062,3971,-2
2740,26499,4087,3994,-3
2744,26537,4114,4024,-3
2748,26566,4139,4048,-3
2752,26604,4169,4076,-3
2756,26641,4197,4104,-2
2760,26680,4224,4132,-2
2764,26720,4257,4163,-3
2768,26760,4287,4192,-3
2772,26797,4313,4218,-3
2776,26837,4346,4245,-3
2780,26878,4373,4276,-3
2784,26914,4401,4305,-2
