DAC,ADC0,ADC1,ADC2,ADC3
2100,15813,6350,6263,-2
2104,15815,6352,6264,-2
2108,15815,6352,6264,-2
2112,15816,6351,6265,-2
2116,15814,6351,6264,-2
2120,15813,6351,6264,-2
2124,15813,6351,6264,-2
2128,15813,6350,6263,-2
2132,15813,6350,6265,-2
2136,15813,6351,6264,-2
2140,15813,6351,6263,-2
2144,15813,6351,6264,-2
2148,15813,6350,6264,-2
2152,15815,6351,6264,-2
2156,15815,6352,6264,-2
2160,15814,6352,6265,-2
2164,15813,6351,6264,-2
2168,15813,6351,6264,-2
2172,15814,6351,6264,-2
2176,15815,6353,6264,-2
2180,15814,6351,6263,-2
2184,15814,6351,6264,-2
2188,15815,6352,6264,-2
2192,15814,6352,6264,-2
2196,15813,6351,6265,-2
2200,15814,6351,6264,-2
2204,15813,6350,6264,-2
2208,15813,6351,6265,-2
2212,15813,6351,6264,-2
2216,15813,6350,6264,-2
2220,15813,6350,6264,-2
2224,15813,6352,6265,-2
2228,15816,6352,6265,-2
2232,15813,6352,6265,-2
2236,15813,6352,6265,-2
2240,15814,6352,6264,-2
2244,15813,6352,6265,-2
2248,15813,6351,6264,-2
2252,15814,6352,6264,-2
2256,15814,6353,6265,-2
2260,15813,6353,6264,-2
2264,15813,6351,6264,-2
2268,15812,6352,6263,-2
2272,15814,6351,6264,-2
2276,15814,6351,6265,-2
2280,15813,6353,6264,-2
2284,15814,6352,6265,-2
2288,15813,6352,6265,-2
2292,15815,6352,6264,-2
2296,15815,6352,6266,-2
2300,15814,6352,6264,-2
2304,15814,6352,6266,-2
2308,15813,6351,6264,-2
2312,15814,6353,6266,-2
2316,15814,6352,6265,-2
2320,15813,6352,6264,-2
2324,15813,6352,6264,-2
2328,15814,6352,6264,-2
2332,15816,6352,6265,-2
2336,15813,6351,6264,-2
2340,15814,6352,6264,-2
2344,15814,6352,6265,-2
2348,15813,6351,6264,-2
2352,15813,6351,6264,-2
2356,15814,6351,6265,-2
2360,15813,6351,6265,-2
2364,15814,6351,6263,-2
2368,15812,6350,6263,-2
2372,15812,6349,6262,-2
2376,15813,6349,6263,-2
2380,15813,6351,6264,-2
2384,15814,6351,6264,-2
2388,15814,6351,6264,-2
2392,15816,6353,6265,-2
2396,15815,6351,6265,-2
2400,15815,6351,6264,-2
2404,15814,6351,6264,-2
2408,15815,6351,6264,-2
2412,15814,6349,6263,-2
2416,15813,6351,6263,-2
2420,15815,6350,6262,-2
2424,15814,6351,6264,-2
2428,15814,6350,6263,-2
2432,15815,6351,6264,-2
2436,15815,6351,6263,-2
2440,15816,6351,6264,-2
2444,15815,6351,6264,-2
2448,15816,6351,6263,-2
2452,15814,6351,6263,-2
2456,15815,6351,6264,-2
2460,15816,6351,6264,-2
2464,15816,6350,6264,-2
2468,15814,6351,6264,-2
2472,15813,6349,6262,-2
2476,15816,6350,6263,-2
2480,15814,6350,6263,-2
2484,15815,6350,6264,-2
2488,15817,6351,6263,-2
2492,15815,6349,6264,-2
2496,15815,6350,6264,-2
2500,15814,6350,6263,-2
2504,15813,6350,6263,-2
2508,15815,6350,6264,-2
2512,15816,6351,6264,-2
2516,15816,6350,6264,-2
2520,15815,6350,6263,-2
2524,15814,6351,6264,-2
2528,15815,6351,6263,-2
2532,15816,6351,6265,-2
2536,15816,6352,6265,-2
2540,15816,6352,6265,-1
2544,15814,6352,6264,-2
2548,15815,6352,6264,-2
2552,15816,6351,6263,-2
2556,15816,6351,6264,-2
2560,15815,6352,6263,-2
2564,15815,6350,6264,-2
2568,15816,6352,6265,-2
2572,15816,6350,6264,-2
2576,15814,6350,6264,-2
2580,15816,6351,6265,-2
2584,15817,6352,6265,-2
2588,15816,6352,6265,-2
2592,15815,6350,6264,-2
2596,15816,6351,6264,-2
2600,15815,6352,6265,-2
2604,15816,6352,6266,-2
2608,15816,6352,6265,-2
2612,15816,6352,6266,-2
2616,15816,6352,6265,-2
2620,15816,6352,6265,-2
2624,15816,6352,6265,-2
2628,15815,6351,6265,-2
2632,15816,6352,6264,-2
2636,15816,6352,6265,-2
2640,15816,6352,6266,-2
2644,15816,6353,6266,-2
2648,15817,6353,6265,-2
2652,15816,6353,6267,-2
2656,15816,6353,6266,-2
2660,15815,6351,6266,-2
2664,15814,6351,6265,-2
2668,15816,6353,6266,-2
2672,15814,6351,6265,-2
2676,15814,6352,6265,-2
2680,15813,6350,6264,-2
2684,15813,6350,6264,-2
2688,15813,6350,6264,-2
2692,15816,6351,6264,-2
2696,15814,6352,6265,-2
2700,15812,6349,6264,-2
2704,15814,6351,6264,-2
2708,15814,6350,6264,-2
2712,15814,6351,6264,-2
2716,15814,6351,6264,-2
2720,15814,6351,6265,-2
2724,15814,6352,6265,-2
2728,15814,6352,6264,-2
2732,15815,6351,6265,-2
2736,15816,6353,6265,-2
2740,15815,6353,6265,-2
2744,15816,6353,6265,-2
2748,15816,6353,6267,-2
2752,15817,6353,6266,-2
2756,15816,6353,6266,-2
2760,15816,6354,6266,-2
2764,15817,6353,6265,-2
2768,15816,6354,6265,-2
2772,15816,6352,6264,-2
2776,15816,6353,6264,-2
2780,15817,6354,6265,-2
2784,15816,6353,6266,-2
