Index,deltaT_us,distance_cm,timestamp_ms
824,628.0,10.77,42869.0
825,652.0,11.18,42921.0
826,634.0,10.87,42973.0
827,633.0,10.86,43025.0
828,652.0,11.18,43077.0
829,652.0,11.18,43129.0
830,652.0,11.18,43182.0
831,652.0,11.18,43234.0
832,658.0,11.28,43285.0
833,658.0,11.28,43337.0
834,652.0,11.18,43389.0
835,652.0,11.18,43442.0
836,652.0,11.18,43494.0
837,652.0,11.18,43546.0
838,658.0,11.28,43597.0
839,658.0,11.28,43650.0
840,627.0,10.75,43702.0
841,651.0,11.16,43754.0
842,627.0,10.75,43806.0
843,658.0,11.28,43857.0
844,658.0,11.28,43910.0
845,627.0,10.75,43962.0
846,628.0,10.77,44014.0
847,652.0,11.18,44066.0
848,627.0,10.75,44119.0
849,657.0,11.27,44170.0
850,658.0,11.28,44222.0
851,652.0,11.18,44274.0
852,652.0,11.18,44326.0
853,652.0,11.18,44379.0
854,651.0,11.16,44431.0
855,658.0,11.28,44482.0
856,657.0,11.27,44534.0
857,651.0,11.16,44587.0
858,652.0,11.18,44639.0
859,628.0,10.77,44691.0
860,627.0,10.75,44743.0
861,657.0,11.27,44794.0
862,633.0,10.86,44847.0
863,652.0,11.18,44899.0
864,628.0,10.77,44951.0
865,652.0,11.18,45003.0
866,658.0,11.28,45056.0
867,658.0,11.28,45107.0
868,657.0,11.27,45159.0
869,652.0,11.18,45211.0
870,652.0,11.18,45263.0
871,652.0,11.18,45316.0
872,657.0,11.27,45368.0
873,658.0,11.28,45419.0
874,658.0,11.28,45471.0
875,652.0,11.18,45523.0
876,651.0,11.16,45576.0
877,651.0,11.16,45628.0
878,652.0,11.18,45680.0
879,658.0,11.28,45731.0
880,657.0,11.27,45784.0
881,652.0,11.18,45836.0
882,651.0,11.16,45888.0
883,651.0,11.16,45940.0
884,651.0,11.16,45992.0
885,657.0,11.27,46044.0
886,657.0,11.27,46096.0
887,651.0,11.16,46148.0
888,652.0,11.18,46200.0
889,652.0,11.18,46253.0
890,633.0,10.86,46305.0
891,633.0,10.86,46356.0
892,630.0,10.8,46408.0
893,652.0,11.18,46460.0
894,651.0,11.16,46513.0
895,627.0,10.75,46565.0
896,658.0,11.28,46616.0
897,657.0,11.27,46668.0
898,652.0,11.18,46721.0
899,651.0,11.16,46773.0
900,652.0,11.18,46825.0
901,651.0,11.16,46877.0
902,658.0,11.28,46928.0
903,658.0,11.28,46981.0
904,651.0,11.16,47033.0
905,652.0,11.18,47085.0
906,651.0,11.16,47137.0
907,652.0,11.18,47190.0
908,658.0,11.28,47241.0
909,657.0,11.27,47293.0
910,652.0,11.18,47345.0
911,651.0,11.16,47397.0
912,652.0,11.18,47450.0
913,627.0,10.75,47502.0
914,658.0,11.28,47553.0
915,657.0,11.27,47605.0
916,651.0,11.16,47657.0
917,651.0,11.16,47710.0
918,652.0,11.18,47762.0
919,652.0,11.18,47814.0
920,658.0,11.28,47865.0
921,658.0,11.28,47918.0
922,627.0,10.75,47970.0
923,627.0,10.75,48022.0
924,651.0,11.16,48074.0
925,651.0,11.16,48126.0
926,633.0,10.86,48178.0
927,633.0,10.86,48230.0
928,627.0,10.75,48282.0
929,651.0,11.16,48334.0
930,627.0,10.75,48387.0
931,657.0,11.27,48439.0
932,657.0,11.27,48490.0
